"Date","Import price","Export price","Usage","Solar","Imported","Import cost","Exported","Export profit","Charge rate","Battery","Battery cycles","Bill"
2022-04-16 21:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,0.40,0.06,-0.00
2022-04-16 21:30:00+00:00,0.33,0.15,1.22,0.00,0.42,0.07,0,0.00,-0.80,0.00,0.04,0.07
2022-04-16 22:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-16 22:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-16 23:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-16 23:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 00:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 00:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 01:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 01:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 02:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 02:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 03:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 03:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 04:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-17 04:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-17 05:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-17 05:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-17 06:00:00+00:00,0.20,0.15,1.62,0.78,0.88,0.09,0,0.00,-0.00,0.00,0.00,0.09
2022-04-17 06:30:00+00:00,0.20,0.15,1.62,0.78,0.88,0.09,0,0.00,-0.00,0.00,0.00,0.09
2022-04-17 07:00:00+00:00,0.33,0.15,1.22,2.16,-0.00,-0.00,0,0.00,0.84,0.38,0.04,-0.00
2022-04-17 07:30:00+00:00,0.33,0.15,1.22,2.16,-0.00,-0.00,0,0.00,0.84,0.75,0.04,-0.00
2022-04-17 08:00:00+00:00,0.33,0.15,1.22,3.50,-0.00,-0.00,0,0.00,2.10,1.70,0.11,-0.00
2022-04-17 08:30:00+00:00,0.33,0.15,1.22,3.50,-0.00,-0.00,0,0.00,2.10,2.65,0.11,-0.00
2022-04-17 09:00:00+00:00,0.33,0.15,0.41,4.50,0,0.00,0.87,0.07,3.00,4.00,0.15,-0.07
2022-04-17 09:30:00+00:00,0.33,0.15,0.41,4.50,0,0.00,2.26,0.17,1.61,4.72,0.08,-0.17
2022-04-17 10:00:00+00:00,0.33,0.15,0.41,1.58,0,0.00,0.64,0.05,0.45,4.92,0.02,-0.05
2022-04-17 10:30:00+00:00,0.33,0.15,0.41,1.58,0,0.00,0.97,0.07,0.13,4.98,0.01,-0.07
2022-04-17 11:00:00+00:00,0.33,0.15,0.41,1.28,0,0.00,0.77,0.06,0.04,4.99,0.00,-0.06
2022-04-17 11:30:00+00:00,0.33,0.15,0.41,1.28,0,0.00,0.80,0.06,0.01,5.00,0.00,-0.06
2022-04-17 12:00:00+00:00,0.33,0.15,0.41,1.74,0,0.00,1.25,0.09,0.00,5.00,0.00,-0.09
2022-04-17 12:30:00+00:00,0.33,0.15,0.41,1.74,0,0.00,1.25,0.09,0.00,5.00,0.00,-0.09
2022-04-17 13:00:00+00:00,0.20,0.15,0.41,4.22,0,0.00,3.60,0.27,0.00,5.00,0.00,-0.27
2022-04-17 13:30:00+00:00,0.20,0.15,0.41,4.22,0,0.00,3.60,0.27,0.00,5.00,0.00,-0.27
2022-04-17 14:00:00+00:00,0.20,0.15,0.41,2.80,0,0.00,2.26,0.17,0.00,5.00,0.00,-0.17
2022-04-17 14:30:00+00:00,0.20,0.15,0.41,2.80,0,0.00,2.26,0.17,0.00,5.00,0.00,-0.17
2022-04-17 15:00:00+00:00,0.20,0.15,0.41,3.31,0,0.00,2.74,0.21,0.00,5.00,0.00,-0.21
2022-04-17 15:30:00+00:00,0.20,0.15,0.41,3.31,0,0.00,2.74,0.21,0.00,5.00,0.00,-0.21
2022-04-17 16:00:00+00:00,0.52,0.15,1.62,1.98,0,0.00,0.26,0.02,0.00,5.00,0.00,-0.02
2022-04-17 16:30:00+00:00,0.52,0.15,1.62,1.98,0,0.00,0.26,0.02,0.00,5.00,0.00,-0.02
2022-04-17 17:00:00+00:00,0.52,0.15,1.22,1.36,0,0.00,0.07,0.01,0.00,5.00,0.00,-0.01
2022-04-17 17:30:00+00:00,0.52,0.15,1.22,1.36,0,0.00,0.07,0.01,0.00,5.00,0.00,-0.01
2022-04-17 18:00:00+00:00,0.52,0.15,1.22,0.10,-0.00,-0.00,0,0.00,-1.12,4.44,0.06,-0.00
2022-04-17 18:30:00+00:00,0.52,0.15,1.22,0.10,-0.00,-0.00,0,0.00,-1.12,3.88,0.06,-0.00
2022-04-17 19:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,3.27,0.06,-0.00
2022-04-17 19:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,2.66,0.06,-0.00
2022-04-17 20:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,2.05,0.06,-0.00
2022-04-17 20:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,1.44,0.06,-0.00
2022-04-17 21:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,0.83,0.06,-0.00
2022-04-17 21:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,0.22,0.06,-0.00
2022-04-17 22:00:00+00:00,0.33,0.15,0.41,0.00,-0.00,-0.00,0,0.00,-0.41,0.02,0.02,-0.00
2022-04-17 22:30:00+00:00,0.33,0.15,0.41,0.00,0.37,0.06,0,0.00,-0.04,0.00,0.00,0.06
2022-04-17 23:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-17 23:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 00:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 00:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 01:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 01:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 02:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 02:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 03:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 03:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-18 04:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-18 04:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-18 05:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-18 05:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-18 06:00:00+00:00,0.20,0.15,1.62,1.18,0.50,0.05,0,0.00,-0.00,0.00,0.00,0.05
2022-04-18 06:30:00+00:00,0.20,0.15,1.62,1.18,0.50,0.05,0,0.00,-0.00,0.00,0.00,0.05
2022-04-18 07:00:00+00:00,0.33,0.15,1.22,2.48,-0.00,-0.00,0,0.00,1.14,0.51,0.06,-0.00
2022-04-18 07:30:00+00:00,0.33,0.15,1.22,2.48,-0.00,-0.00,0,0.00,1.14,1.03,0.06,-0.00
2022-04-18 08:00:00+00:00,0.33,0.15,1.22,4.01,-0.00,-0.00,0,0.00,2.59,2.19,0.13,-0.00
2022-04-18 08:30:00+00:00,0.33,0.15,1.22,4.01,-0.00,-0.00,0,0.00,2.59,3.36,0.13,-0.00
2022-04-18 09:00:00+00:00,0.33,0.15,0.41,3.72,0,0.00,0.50,0.04,2.63,4.54,0.13,-0.04
2022-04-18 09:30:00+00:00,0.33,0.15,0.41,3.72,0,0.00,2.39,0.18,0.74,4.87,0.04,-0.18
2022-04-18 10:00:00+00:00,0.33,0.15,0.41,3.84,0,0.00,3.03,0.23,0.21,4.96,0.01,-0.23
2022-04-18 10:30:00+00:00,0.33,0.15,0.41,3.84,0,0.00,3.18,0.24,0.06,4.99,0.00,-0.24
2022-04-18 11:00:00+00:00,0.33,0.15,0.41,2.85,0,0.00,2.29,0.17,0.02,5.00,0.00,-0.17
2022-04-18 11:30:00+00:00,0.33,0.15,0.41,2.85,0,0.00,2.30,0.17,0.00,5.00,0.00,-0.17
2022-04-18 12:00:00+00:00,0.33,0.15,0.41,4.08,0,0.00,3.47,0.26,0.00,5.00,0.00,-0.26
2022-04-18 12:30:00+00:00,0.33,0.15,0.41,4.08,0,0.00,3.47,0.26,0.00,5.00,0.00,-0.26
2022-04-18 13:00:00+00:00,0.20,0.15,0.41,3.49,0,0.00,2.91,0.22,0.00,5.00,0.00,-0.22
2022-04-18 13:30:00+00:00,0.20,0.15,0.41,3.49,0,0.00,2.91,0.22,0.00,5.00,0.00,-0.22
2022-04-18 14:00:00+00:00,0.20,0.15,0.41,2.17,0,0.00,1.66,0.12,0.00,5.00,0.00,-0.12
2022-04-18 14:30:00+00:00,0.20,0.15,0.41,2.17,0,0.00,1.66,0.12,0.00,5.00,0.00,-0.12
2022-04-18 15:00:00+00:00,0.20,0.15,0.41,3.27,0,0.00,2.70,0.20,0.00,5.00,0.00,-0.20
2022-04-18 15:30:00+00:00,0.20,0.15,0.41,3.27,0,0.00,2.70,0.20,0.00,5.00,0.00,-0.20
2022-04-18 16:00:00+00:00,0.52,0.15,1.62,1.99,0,0.00,0.27,0.02,0.00,5.00,0.00,-0.02
2022-04-18 16:30:00+00:00,0.52,0.15,1.62,1.99,0,0.00,0.27,0.02,0.00,5.00,0.00,-0.02
2022-04-18 17:00:00+00:00,0.52,0.15,1.22,1.36,0,0.00,0.07,0.01,0.00,5.00,0.00,-0.01
2022-04-18 17:30:00+00:00,0.52,0.15,1.22,1.36,0,0.00,0.07,0.01,0.00,5.00,0.00,-0.01
2022-04-18 18:00:00+00:00,0.52,0.15,1.22,0.55,-0.00,-0.00,0,0.00,-0.70,4.65,0.03,-0.00
2022-04-18 18:30:00+00:00,0.52,0.15,1.22,0.55,-0.00,-0.00,0,0.00,-0.70,4.30,0.03,-0.00
2022-04-18 19:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,3.69,0.06,-0.00
2022-04-18 19:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,3.08,0.06,-0.00
2022-04-18 20:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,2.47,0.06,-0.00
2022-04-18 20:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,1.86,0.06,-0.00
2022-04-18 21:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,1.25,0.06,-0.00
2022-04-18 21:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,0.65,0.06,-0.00
2022-04-18 22:00:00+00:00,0.33,0.15,0.41,0.00,-0.00,-0.00,0,0.00,-0.41,0.44,0.02,-0.00
2022-04-18 22:30:00+00:00,0.33,0.15,0.41,0.00,-0.00,-0.00,0,0.00,-0.41,0.24,0.02,-0.00
2022-04-18 23:00:00+00:00,0.33,0.15,0.41,0.00,-0.00,-0.00,0,0.00,-0.41,0.04,0.02,-0.00
2022-04-18 23:30:00+00:00,0.33,0.15,0.41,0.00,0.33,0.05,0,0.00,-0.07,0.00,0.00,0.05
2022-04-19 00:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 00:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 01:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 01:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 02:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 02:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 03:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 03:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 04:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-19 04:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-19 05:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-19 05:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-19 06:00:00+00:00,0.20,0.15,1.62,1.25,0.44,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-19 06:30:00+00:00,0.20,0.15,1.62,1.25,0.44,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-19 07:00:00+00:00,0.33,0.15,1.22,0.94,0.32,0.05,0,0.00,-0.00,0.00,0.00,0.05
2022-04-19 07:30:00+00:00,0.33,0.15,1.22,0.94,0.32,0.05,0,0.00,-0.00,0.00,0.00,0.05
2022-04-19 08:00:00+00:00,0.33,0.15,1.22,0.79,0.47,0.08,0,0.00,-0.00,0.00,0.00,0.08
2022-04-19 08:30:00+00:00,0.33,0.15,1.22,0.79,0.47,0.08,0,0.00,-0.00,0.00,0.00,0.08
2022-04-19 09:00:00+00:00,0.33,0.15,0.41,1.12,-0.00,-0.00,0,0.00,0.65,0.29,0.03,-0.00
2022-04-19 09:30:00+00:00,0.33,0.15,0.41,1.12,-0.00,-0.00,0,0.00,0.65,0.59,0.03,-0.00
2022-04-19 10:00:00+00:00,0.33,0.15,0.41,0.79,-0.00,-0.00,0,0.00,0.35,0.75,0.02,-0.00
2022-04-19 10:30:00+00:00,0.33,0.15,0.41,0.79,-0.00,-0.00,0,0.00,0.35,0.90,0.02,-0.00
2022-04-19 11:00:00+00:00,0.33,0.15,0.41,0.77,-0.00,-0.00,0,0.00,0.32,1.05,0.02,-0.00
2022-04-19 11:30:00+00:00,0.33,0.15,0.41,0.77,-0.00,-0.00,0,0.00,0.32,1.19,0.02,-0.00
2022-04-19 12:00:00+00:00,0.33,0.15,0.41,0.96,-0.00,-0.00,0,0.00,0.50,1.42,0.03,-0.00
2022-04-19 12:30:00+00:00,0.33,0.15,0.41,0.96,-0.00,-0.00,0,0.00,0.50,1.64,0.03,-0.00
2022-04-19 13:00:00+00:00,0.20,0.15,0.41,0.68,-0.00,-0.00,0,0.00,0.24,1.75,0.01,-0.00
2022-04-19 13:30:00+00:00,0.20,0.15,0.41,0.68,-0.00,-0.00,0,0.00,0.24,1.86,0.01,-0.00
2022-04-19 14:00:00+00:00,0.20,0.15,0.41,0.64,-0.00,-0.00,0,0.00,0.21,1.96,0.01,-0.00
2022-04-19 14:30:00+00:00,0.20,0.15,0.41,0.64,-0.00,-0.00,0,0.00,0.21,2.05,0.01,-0.00
2022-04-19 15:00:00+00:00,0.20,0.15,0.41,1.47,-0.00,-0.00,0,0.00,0.99,2.50,0.05,-0.00
2022-04-19 15:30:00+00:00,0.20,0.15,0.41,1.47,-0.00,-0.00,0,0.00,0.99,2.94,0.05,-0.00
2022-04-19 16:00:00+00:00,0.52,0.15,1.62,1.15,-0.00,-0.00,0,0.00,-0.54,2.68,0.03,-0.00
2022-04-19 16:30:00+00:00,0.52,0.15,1.62,1.15,-0.00,-0.00,0,0.00,-0.54,2.41,0.03,-0.00
2022-04-19 17:00:00+00:00,0.52,0.15,1.22,0.68,-0.00,-0.00,0,0.00,-0.57,2.12,0.03,-0.00
2022-04-19 17:30:00+00:00,0.52,0.15,1.22,0.68,-0.00,-0.00,0,0.00,-0.57,1.84,0.03,-0.00
2022-04-19 18:00:00+00:00,0.52,0.15,1.22,0.27,-0.00,-0.00,0,0.00,-0.97,1.35,0.05,-0.00
2022-04-19 18:30:00+00:00,0.52,0.15,1.22,0.27,-0.00,-0.00,0,0.00,-0.97,0.87,0.05,-0.00
2022-04-19 19:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,0.26,0.06,-0.00
2022-04-19 19:30:00+00:00,0.33,0.15,1.22,0.00,0.70,0.11,0,0.00,-0.52,0.00,0.03,0.11
2022-04-19 20:00:00+00:00,0.33,0.15,1.22,0.00,1.22,0.20,0,0.00,-0.00,0.00,0.00,0.20
2022-04-19 20:30:00+00:00,0.33,0.15,1.22,0.00,1.22,0.20,0,0.00,-0.00,0.00,0.00,0.20
2022-04-19 21:00:00+00:00,0.33,0.15,1.22,0.00,1.22,0.20,0,0.00,-0.00,0.00,0.00,0.20
2022-04-19 21:30:00+00:00,0.33,0.15,1.22,0.00,1.22,0.20,0,0.00,-0.00,0.00,0.00,0.20
2022-04-19 22:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 22:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 23:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-19 23:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 00:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 00:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 01:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 01:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 02:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 02:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 03:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 03:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 04:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-20 04:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-20 05:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-20 05:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-20 06:00:00+00:00,0.20,0.15,1.62,0.98,0.69,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 06:30:00+00:00,0.20,0.15,1.62,0.98,0.69,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-20 07:00:00+00:00,0.33,0.15,1.22,2.12,-0.00,-0.00,0,0.00,0.80,0.36,0.04,-0.00
2022-04-20 07:30:00+00:00,0.33,0.15,1.22,2.12,-0.00,-0.00,0,0.00,0.80,0.72,0.04,-0.00
2022-04-20 08:00:00+00:00,0.33,0.15,1.22,3.34,-0.00,-0.00,0,0.00,1.95,1.59,0.10,-0.00
2022-04-20 08:30:00+00:00,0.33,0.15,1.22,3.34,-0.00,-0.00,0,0.00,1.95,2.47,0.10,-0.00
2022-04-20 09:00:00+00:00,0.33,0.15,0.41,3.97,0,0.00,0.36,0.03,3.00,3.82,0.15,-0.03
2022-04-20 09:30:00+00:00,0.33,0.15,0.41,3.97,0,0.00,1.48,0.11,1.88,4.67,0.09,-0.11
2022-04-20 10:00:00+00:00,0.33,0.15,0.41,5.70,0,0.00,4.48,0.34,0.53,4.91,0.03,-0.34
2022-04-20 10:30:00+00:00,0.33,0.15,0.41,5.70,0,0.00,4.86,0.36,0.15,4.97,0.01,-0.36
2022-04-20 11:00:00+00:00,0.33,0.15,0.41,4.91,0,0.00,4.22,0.32,0.04,4.99,0.00,-0.32
2022-04-20 11:30:00+00:00,0.33,0.15,0.41,4.91,0,0.00,4.25,0.32,0.01,5.00,0.00,-0.32
2022-04-20 12:00:00+00:00,0.33,0.15,0.41,3.79,0,0.00,3.19,0.24,0.00,5.00,0.00,-0.24
2022-04-20 12:30:00+00:00,0.33,0.15,0.41,3.79,0,0.00,3.20,0.24,0.00,5.00,0.00,-0.24
2022-04-20 13:00:00+00:00,0.20,0.15,0.41,4.63,0,0.00,3.99,0.30,0.00,5.00,0.00,-0.30
2022-04-20 13:30:00+00:00,0.20,0.15,0.41,4.63,0,0.00,3.99,0.30,0.00,5.00,0.00,-0.30
2022-04-20 14:00:00+00:00,0.20,0.15,0.41,3.21,0,0.00,2.65,0.20,0.00,5.00,0.00,-0.20
2022-04-20 14:30:00+00:00,0.20,0.15,0.41,3.21,0,0.00,2.65,0.20,0.00,5.00,0.00,-0.20
2022-04-20 15:00:00+00:00,0.20,0.15,0.41,2.82,0,0.00,2.27,0.17,0.00,5.00,0.00,-0.17
2022-04-20 15:30:00+00:00,0.20,0.15,0.41,2.82,0,0.00,2.27,0.17,0.00,5.00,0.00,-0.17
2022-04-20 16:00:00+00:00,0.52,0.15,1.62,1.78,0,0.00,0.06,0.00,0.00,5.00,0.00,-0.00
2022-04-20 16:30:00+00:00,0.52,0.15,1.62,1.78,0,0.00,0.06,0.00,0.00,5.00,0.00,-0.00
2022-04-20 17:00:00+00:00,0.52,0.15,1.22,1.36,0,0.00,0.07,0.01,0.00,5.00,0.00,-0.01
2022-04-20 17:30:00+00:00,0.52,0.15,1.22,1.36,0,0.00,0.07,0.01,0.00,5.00,0.00,-0.01
2022-04-20 18:00:00+00:00,0.52,0.15,1.22,0.56,-0.00,-0.00,0,0.00,-0.69,4.66,0.03,-0.00
2022-04-20 18:30:00+00:00,0.52,0.15,1.22,0.56,-0.00,-0.00,0,0.00,-0.69,4.31,0.03,-0.00
2022-04-20 19:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,3.70,0.06,-0.00
2022-04-20 19:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,3.09,0.06,-0.00
2022-04-20 20:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,2.49,0.06,-0.00
2022-04-20 20:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,1.88,0.06,-0.00
2022-04-20 21:00:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,1.27,0.06,-0.00
2022-04-20 21:30:00+00:00,0.33,0.15,1.22,0.00,-0.00,-0.00,0,0.00,-1.22,0.66,0.06,-0.00
2022-04-20 22:00:00+00:00,0.33,0.15,0.41,0.00,-0.00,-0.00,0,0.00,-0.41,0.46,0.02,-0.00
2022-04-20 22:30:00+00:00,0.33,0.15,0.41,0.00,-0.00,-0.00,0,0.00,-0.41,0.25,0.02,-0.00
2022-04-20 23:00:00+00:00,0.33,0.15,0.41,0.00,-0.00,-0.00,0,0.00,-0.41,0.05,0.02,-0.00
2022-04-20 23:30:00+00:00,0.33,0.15,0.41,0.00,0.31,0.05,0,0.00,-0.10,0.00,0.00,0.05
2022-04-21 00:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-21 00:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-21 01:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-21 01:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-21 02:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-21 02:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-21 03:00:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-21 03:30:00+00:00,0.33,0.15,0.41,0.00,0.41,0.07,0,0.00,-0.00,0.00,0.00,0.07
2022-04-21 04:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-21 04:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-21 05:00:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-21 05:30:00+00:00,0.20,0.15,0.41,0.00,0.41,0.04,0,0.00,-0.00,0.00,0.00,0.04
2022-04-21 06:00:00+00:00,0.20,0.15,1.62,0.54,1.11,0.11,0,0.00,-0.00,0.00,0.00,0.11
2022-04-21 06:30:00+00:00,0.20,0.15,1.62,0.54,1.11,0.11,0,0.00,-0.00,0.00,0.00,0.11
2022-04-21 07:00:00+00:00,0.33,0.15,1.22,2.14,-0.00,-0.00,0,0.00,0.82,0.37,0.04,-0.00
2022-04-21 07:30:00+00:00,0.33,0.15,1.22,2.14,-0.00,-0.00,0,0.00,0.82,0.74,0.04,-0.00
2022-04-21 08:00:00+00:00,0.33,0.15,1.22,4.09,-0.00,-0.00,0,0.00,2.67,1.94,0.13,-0.00
